candidate_id,gold_label,justification
CAND_0081846,ELITE,"Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Razorpay Lead AI Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. | Retrieval/search infra: Razorpay Lead AI Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch"
CAND_0088025,STRONG,Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: Yellow.ai Staff Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Yellow.ai Staff Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using...
CAND_0046525,ELITE,Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Genpact AI Senior Machine Learning Engineer: Designed three successive ranker variants and ran them in A/B testing alongside the legacy keyword system. | Retrieval/search infra: Genpact AI Senior Machine Learning Engineer: Led the migration from keyword-based to embedding-based search across a 30M+ candidate corpus over 8 months. Concern: No major concern beyond normal verification of synthetic profile evide...
CAND_0010685,ELITE,"Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Rephrase.ai NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Rephrase.ai NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern:..."
CAND_0077337,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: Razorpay Senior NLP Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items. | Ranking/relevance: Paytm Staff Machine Learning Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. Concern: Profile consistency concern: sk..."
CAND_0039754,ELITE,Evaluation/Relevance Engineer; decision=YES; suggested=Top 10. Evidence: Evaluation: Meta Senior Applied Scientist: The hardest part wasn't the ML - it was the evaluation: building offline metrics that actually predicted what the recommendation would do to live engagement. | Ranking/relevance: Meta Senior Applied Scientist: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon......
CAND_0050454,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Rephrase.ai AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Rephrase.ai AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence."
CAND_0018499,STRONG,Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Zomato Senior Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. | Retrieval/search infra: Zomato Senior Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Profile consistency concern: graduation_after_employment_start
CAND_0091534,ELITE,"Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Flipkart AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Flipkart AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: No major concern beyond normal verif..."
CAND_0046064,ELITE,"Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Salesforce Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Verloop.io Lead AI Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Profile consistency concern: degree_order_reversal, skills_current_role_mismatch, skills_h..."
CAND_0044855,STRONG,Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: Verloop.io Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: LinkedIn Recommendation Systems Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: No major concern beyond normal verification of synthetic profile evidence.
CAND_0069905,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Sarvam AI Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Sarvam AI Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch, skills_headline_mismatch"
CAND_0039383,MEDIUM,Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: Swiggy Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Meesho Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence.
CAND_0005260,ELITE,Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Netflix Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Yellow.ai Senior NLP Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: No major concern beyond normal verification of synthetic profile evidence.
CAND_0093912,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Razorpay Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Razorpay Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consis..."
CAND_0079387,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: BYJU'S AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Microsoft AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch"
CAND_0008425,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Zomato Senior ML Engineer - Search & Ranking: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Ola Senior NLP Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch"
CAND_0055992,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Aganitha Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Aganitha Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch, degree_order_reversal, gra..."
CAND_0001610,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 25. Evidence: Retrieval/search infra: Dream11 Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Dream11 Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence."
CAND_0093547,STRONG,Recommendation Engineer; decision=YES; suggested=Top 50. Evidence: Recommendation/matching: PhonePe Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: PhonePe Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (us...
CAND_0055905,ELITE,"Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Uber Senior AI Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Flipkart Senior Machine Learning Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items. Concern: Profile consistency concern: previous_title_description_mismatch, degree_order_reversal..."
CAND_0081686,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Netflix Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Netflix Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern:..."
CAND_0030953,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Nykaa Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Vedantu Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch"
CAND_0086022,ELITE,"Evaluation/Relevance Engineer; decision=YES; suggested=Top 10. Evidence: Evaluation: Sarvam AI Senior Applied Scientist: Designed the offline evaluation framework from scratch - NDCG, MRR, recall@K calibrated against online A/B engagement metrics. | Ranking/relevance: Sarvam AI Senior Applied Scientist: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Profile consistency concern: current_title_description_mismatch, ski..."
CAND_0018722,STRONG,"Recommendation Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Saarthi.ai Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Saarthi.ai Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skill..."
CAND_0080766,STRONG,"Applied ML Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Salesforce Staff Machine Learning Engineer: Shipped the personalization infrastructure: the system that learns from user behavior and improves relevance over time. | Retrieval/search infra: Haptik Senior Machine Learning Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items. Concern: Profile consistency concern: graduation_after_employment_start,..."
CAND_0062247,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Google AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch"
CAND_0005649,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 25. Evidence: Retrieval/search infra: Sarvam AI Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Sarvam AI Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence."
CAND_0044883,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: Meesho Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Meesho Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: previous_title_description_mismatch, previous_title_de..."
CAND_0083307,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Netflix Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Netflix Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile co..."
CAND_0071974,STRONG,Recommendation Engineer; decision=YES; suggested=Top 25. Evidence: Recommendation/matching: Netflix Senior AI Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Netflix Senior AI Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large)...
CAND_0053695,STRONG,"Recommendation Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Meesho Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Genpact AI Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_de..."
CAND_0030827,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Freshworks Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Freshworks Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Long notice..."
CAND_0010770,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Aganitha Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Verloop.io AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, moderate_career_incoherence, skills_current_role_mi..."
CAND_0036184,WEAK,"Recommendation Engineer; decision=NO; suggested=Outside Top 100. Evidence: Ranking/relevance: CRED Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: CRED Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_cu..."
CAND_0044222,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: PolicyBazaar AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: PolicyBazaar AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence."
CAND_0013613,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: Adobe Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Adobe Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence."
CAND_0041669,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Recommendation/matching: Yellow.ai NLP Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_tit..."
CAND_0027801,MEDIUM,"NLP Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Zoho Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Zoho Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch"
CAND_0064326,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Sarvam AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Sarvam AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency conc..."
CAND_0037980,WEAK,"Other; decision=NO; suggested=Outside Top 100. Evidence: Ranking/relevance: Niramai Senior Applied Scientist: Designed the ranking layer for the company's flagship product: how do we surface the right thing at the right time, across millions of items, for millions of users. | Evaluation: Niramai Senior Applied Scientist: The hard problem was rarely the modeling - it was the data pipeline that fed the models, the evaluation framework that told us whether they worked, and the operational... Con..."
CAND_0087630,WEAK,Generic ML Engineer; decision=NO; suggested=Outside Top 100. Evidence: Ranking/relevance: Vedantu AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation: Vedantu AI Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence.
CAND_0057563,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Locobuzz NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Locobuzz NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: pre..."
CAND_0029367,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Rephrase.ai Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Rephrase.ai Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence."
CAND_0060054,STRONG,"Retrieval Engineer; decision=YES; suggested=Top 50. Evidence: Retrieval/search infra: Mad Street Den AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Mad Street Den AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: previous_title_description_mismatch"
CAND_0076904,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Nykaa Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Nykaa Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: No major concern beyon..."
CAND_0075249,MEDIUM,"Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: upGrad Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Zomato Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: previous_title_description_mismatch, skills_headline_mismatch"
CAND_0007412,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Locobuzz Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: LinkedIn Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title..."
CAND_0040887,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Netflix Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Netflix Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: skills_headline_mismatch"
CAND_0065878,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Niramai Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Niramai Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Repeated/template-..."
