candidate_id,gold_label,justification
CAND_0061265,STRONG,"Recommendation Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Zoho Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Zoho Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_ro..."
CAND_0011687,STRONG,Recommendation Engineer; decision=YES; suggested=Top 50. Evidence: Recommendation/matching: Niramai Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Niramai Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large...
CAND_0043228,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Zoho Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Zoho Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern:..."
CAND_0003977,WEAK,"Recommendation Engineer; decision=NO; suggested=Outside Top 100. Evidence: Ranking/relevance: Google Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skill..."
CAND_0036863,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: upGrad Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: upGrad Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Repeated/template-li..."
CAND_0086151,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Recommendation/matching: Glance Search Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Wysa Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_tit..."
CAND_0079064,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Niramai Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Niramai Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Long notice period (120 days)."
CAND_0070398,MEDIUM,"Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: Genpact AI Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Genpact AI Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: skills_headline_mismatch"
CAND_0019480,MEDIUM,"NLP Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Meesho NLP Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Meesho NLP Engineer: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Concern: Profile consistency concern: previous_title_description_mismatch, previous_title_description_mismatch, moderate_career_incohere..."
CAND_0093331,MEDIUM,"NLP Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: InMobi NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: InMobi NLP Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch, degree_order_reversal"
CAND_0006567,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Razorpay Senior Applied Scientist: The work spanned data infrastructure, ranking algorithms, evaluation methodology, and direct collaboration with product/PM on what 'relevance' actually means for our u... | Evaluation: Razorpay Senior Applied Scientist: Spent a fair amount of time on the eval side - building offline metrics that actually correlated with online engagement, which turned out to be the hardest p..."
CAND_0030348,MEDIUM,"Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: BYJU'S Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: BYJU'S Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence."
CAND_0041610,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Zoho Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Zoho Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Pr..."
CAND_0002025,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Apple Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Evaluation: Apple Senior AI Engineer: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Concern: Weak retrieval/search in..."
CAND_0075574,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Haptik Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Haptik Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile cons..."
CAND_0009691,WEAK,Generic ML Engineer; decision=NO; suggested=Outside Top 100. Evidence: Ranking/relevance: LinkedIn Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation: LinkedIn Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence.
CAND_0092278,ELITE,"Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Microsoft Senior NLP Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Retrieval/search infra: Saarthi.ai Senior NLP Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Repeated/template-like role..."
CAND_0041568,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Haptik Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Haptik Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: c..."
CAND_0028793,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Google Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, modera..."
CAND_0000031,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Swiggy Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Zomato Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_descriptio..."
CAND_0030468,MEDIUM,"Other; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Swiggy Senior Applied Scientist: Most of the technical effort went into the boring-but-essential parts: index refresh, query understanding, ranking calibration, and the dashboards that made the system... | Retrieval/search infra: Swiggy Senior Applied Scientist: Most of the technical effort went into the boring-but-essential parts: index refresh, query understanding, ranking calibration, and the dashboards that made the sy..."
CAND_0076163,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Ola NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Ola NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Repeated/template-like role descriptions a..."
CAND_0094759,ELITE,Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Meta Lead AI Engineer: Designed three successive ranker variants and ran them in A/B testing alongside the legacy keyword system. | Retrieval/search infra: Meta Lead AI Engineer: Led the migration from keyword-based to embedding-based search across a 30M+ candidate corpus over 8 months. Concern: Profile consistency concern: previous_title_description_mismatch
CAND_0007009,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Netflix Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Netflix Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, previous..."
CAND_0054123,MEDIUM,Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: CRED AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Meta Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: skills_headline_mismatch
CAND_0031593,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Genpact AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Genpact AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency co..."
CAND_0037000,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: CRED Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: upGrad Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch,..."
CAND_0033861,STRONG,NLP Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Mad Street Den Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Sarvam AI Senior NLP Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items. Concern: Profile consistency concern: degree_order_reversal
CAND_0006557,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Paytm NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Paytm NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_ti..."
CAND_0051630,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Razorpay Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Razorpay Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: No major..."
CAND_0070485,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 50. Evidence: Ranking/relevance: Saarthi.ai Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Saarthi.ai Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_..."
CAND_0072660,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Adobe NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Adobe NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: degree_or..."
CAND_0070202,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: BYJU'S Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: BYJU'S Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile cons..."
CAND_0051292,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Freshworks Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Freshworks Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consiste..."
CAND_0027691,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Vedantu Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Vedantu Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: No major concern beyond normal verification of synthetic profile evidence."
CAND_0047721,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Microsoft Senior Data Scientist: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Retrieval/search infra: Observe.AI NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Weak retrieval/search infrastructure evidence."
CAND_0054394,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: PharmEasy Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: PharmEasy Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skill..."
CAND_0020877,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: CRED Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: CRED Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch, skills_current_role_mismatch, skills_head..."
CAND_0096172,MEDIUM,"Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: Krutrim NLP Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Krutrim NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch"
CAND_0014440,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Pr..."
CAND_0018549,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Recommendation/matching: Flipkart Machine Learning Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Uber Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern:..."
CAND_0078492,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Verloop.io Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Verloop.io Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months..."
CAND_0041611,ELITE,Search Ranking Engineer; decision=YES; suggested=Top 10. Evidence: Ranking/relevance: Locobuzz Staff Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. | Retrieval/search infra: Locobuzz Staff Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Profile consistency concern: previous_title_description_mismat...
CAND_0011432,MEDIUM,Applied ML Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Amazon Senior Data Scientist: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Amazon Senior Data Scientist: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence.
CAND_0061655,STRONG,"Search Ranking Engineer; decision=YES; suggested=Top 25. Evidence: Ranking/relevance: Krutrim Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Krutrim Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile co..."
CAND_0036437,MEDIUM,"Search Ranking Engineer; decision=MAYBE; suggested=Top 50. Evidence: Ranking/relevance: Rephrase.ai Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Rephrase.ai Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency..."
CAND_0026532,MEDIUM,"Recommendation Engineer; decision=MAYBE; suggested=Top 50. Evidence: Recommendation/matching: Mad Street Den Recommendation Systems Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Zomato Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: cu..."
CAND_0066376,MEDIUM,"Retrieval Engineer; decision=MAYBE; suggested=Top 50. Evidence: Retrieval/search infra: Salesforce Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Dream11 Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: previous_title_description_mismatch, salary_min_exceeds_max, skills_headline_..."
CAND_0007411,STRONG,Recommendation Engineer; decision=YES; suggested=Top 50. Evidence: Recommendation/matching: Amazon Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Amazon Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (usin...
CAND_0078002,MEDIUM,"Applied ML Engineer; decision=MAYBE; suggested=Top 100. Evidence: Ranking/relevance: Meta Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Meta Machine Learning Engineer: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Concern: Profile consistency concern: degree_order_reversal, skills_headline_mismatch"
